Track,Album Name,Artist,Release Date,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Popularity,YouTube Views,YouTube Likes
Rainy Days,Layover,V,8/11/2023,3776,22,253540909,10383,70,67113019,3432701
supï¿½ï,supï¿½ï,ıııııııııı,8/11/2023,4188,20.7,63642484,15618,65,15786520,508672
Every Night,Volcano,Jungle,8/11/2023,4270,20.4,5503365,1424,49,139900760,1292201
"Chaleya (From ""Jawan"")","Chaleya (From ""Jawan"")",Anirudh Ravichander,8/14/2023,447,73,334578317,18958,70,396928355,3264045
Merayu Tuhan,Merayu Tuhan,Tri Suaka,8/15/2023,813,53.8,8517888,506,43,71408616,296903
Seasons,Seasons,Thirty Seconds To Mars,8/15/2023,3311,23.9,21188649,3940,53,3560845,38522
Segï¿½ï¿½n Qu,Segï¿½ï¿½n Qu,Maluma,8/17/2023,182,111.8,571366508,32236,79,475200526,1369288
El Amor de Mi Vida,El Amor de Mi Vida,Los ï¿½ï¿½ngeles Az,8/17/2023,886,51.2,130709283,12585,64,248099324,859237
Lil Boo Thang,Lil Boo Thang,Paul Russell,8/18/2023,102,152.1,242070373,37170,76,22907992,261664
Used To Be Young,Endless Summer Vacation,Miley Cyrus,8/18/2023,227,102.4,205468104,30639,69,61624959,1364492
ELOVRGA,Elovrga - Single,Alex Favela,8/18/2023,819,53.6,333899135,24862,75,180084509,900128
Softly,Making Memories,Karan Aujla,8/18/2023,941,49.6,150073848,12340,71,232389376,1637844
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),A$AP Rocky,8/18/2023,2000,32.3,190634973,37824,79,12371887,154516
HVN ON EARTH (with Kodak Black),HVN ON EARTH,Lil Tecca,8/18/2023,2201,30.5,114669893,39763,60,7212572,84826
Call Your Friends,Call Your Friends - Single,Rod Wave,8/18/2023,2395,29.2,47296342,10429,46,33439568,316661
Rag Doll - Live,Greatest Hits (Deluxe),Aerosmith,8/18/2023,3332,23.8,1598680,45,,,
Better Things,Better Things - Single,aespa,8/18/2023,3738,22.2,72446983,7731,60,100786648,982757
Cab In A Solo,Cab In A Solo - Single,Scotty McCreery,8/18/2023,3787,22,11614161,2375,55,3113363,29826
Bachke Bachke (feat. Yarah),Making Memories,Karan Aujla,8/18/2023,3779,22,53303131,6899,61,78846057,671469
Jee Ni Lagda,Making Memories,Karan Aujla,8/18/2023,3871,21.7,56798458,7404,62,77968183,627912
Barely Holdin' On,Barely Holdin' On,Polo G,8/18/2023,3846,21.7,49246411,22225,59,17029916,393829
La Vï¿½ï¿½c,La Vï¿½ï¿½c,Xavi,8/19/2023,280,92,521116293,24734,81,427625497,2560068
Love Lee,Love Lee,AKMU,8/21/2023,1294,41.4,72468277,10736,65,143446620,1074996
Cheat On Me (feat. Dave),Cheat On Me (feat. Dave),Burna Boy,8/22/2023,3293,23.9,57146959,26832,58,10407451,123510
Tested Approved & Trusted,I Told Them...,Burna Boy,8/23/2023,3658,22.4,42115225,15081,61,35754905,292516
I Remember Everything (feat. Kacey Musgraves),I Remember Everything (feat. Kacey Musgraves),Zach Bryan,8/24/2023,169,116.5,630373315,70400,84,50938569,246731
DENTRO DA HILUX,DENTRO DA HILUX - Single,Luan Pereira,8/24/2023,888,51.2,178699480,14552,24,261753577,1458487
Hey Driver (feat. The War and Treaty),Hey Driver (feat. The War and Treaty),Zach Bryan,8/24/2023,1552,37.2,221575551,30798,78,18831939,103053
DE LUNES A LUNES,DE LUNES A LUNES - Single,Manuel Turizo,8/24/2023,1856,33.7,178247858,12797,73,104715392,352213
Meridian,Meridian,Dave,8/24/2023,1921,33,81911061,28740,3,56777570,494663
Mood Malandro,Mood Malandro,Cï¿½ï¿½dig,8/24/2023,2538,28.1,188309858,15111,71,87069499,318350
Ms. Jackson,Ms. Jackson,Pashanim,8/24/2023,2847,26.2,91200208,31859,69,9615800,108288
Spotless (feat. The Lumineers),Spotless (feat. The Lumineers),Zach Bryan,8/24/2023,3271,24,157676395,21485,76,5025676,28970
Single Soon,Single Soon,Selena Gomez,8/25/2023,538,66.2,205555865,18831,70,62487981,1546366
LOVELY BASTARDS,LOVELY BASTARDS,ZWE1HVNDXR,8/25/2023,594,62.2,224798632,37906,,96276929,1777074
Por Mi Mexico (Remix),Por Mi Mï¿½ï¿½xico (Remix) [feat. Dharius C-Kan MC Davo & Neto Peï¿½ï¿½a] ,Lefty Sm,8/25/2023,703,57.7,98795736,8721,67,236734405,1554966
Chupï¿½,Chupï¿½,El Gudi,8/25/2023,1597,36.7,126216271,8260,61,144392606,1240106
FERXXO 151,FERXXO 151,Feid,8/25/2023,2587,27.8,106899723,23959,64,54351042,362313
Escï¿½ï¿½n,Escï¿½ï¿½n,ııengo Flow,8/25/2023,2736,26.9,63748913,11841,60,109386782,532629
Tourniquet,Zach Bryan,Zach Bryan,8/25/2023,3084,24.9,159880836,20120,74,4864924,23934
Let Your Boys Be Country,Let Your Boys Be Country,Jason Aldean,8/25/2023,3456,23.2,21485335,4032,1,5878965,68296
THE GIRLS - BLACKPINK THE GAME OST,THE GIRLS (BLACKPINK THE GAME OST),BLACKPINK,8/25/2023,3596,22.7,116539504,7964,62,92628391,2102936
There I Go (feat. J. Cole & Mike WiLL Made-It),There I Go (feat. J. Cole & Mike WiLL Made-It),Gucci Mane,8/25/2023,4328,20.2,19690183,10081,48,8714858,141807
Kill Bill,Kill Bill - Single,pasa michaelson,8/26/2023,1156,45.2,1842758768,1,,,
REINA,ESTRELLA,Mora,8/28/2023,1706,35.4,187631508,34204,,38229618,220372
DONDE SE APRENDE A QUERER?,ESTRELLA,Mora,8/28/2023,3098,24.8,170061927,25409,,16584925,164836
ııııııııııııııııııııııııııııııııııııııı,ııııııııııııııııııııııııııııııııııııııı,fellow fellow,8/29/2023,3378,23.6,43756807,6019,61,122496150,488640
BOTH,BOTH,Tiï¿½ï¿,8/29/2023,4048,21.2,60776379,15554,,10032098,98573
"Not Ramaiya Vastavaiya (From ""Jawan"")","Not Ramaiya Vastavaiya (From ""Jawan"")",Anirudh Ravichander,8/29/2023,4085,21,46879854,2866,,122041931,1323316
Que Onda,Que Onda - Single,Calle 24,8/30/2023,393,76.9,642548537,36781,81,227994801,335112
Mejor Que Ayer,Mejor Que Ayer - Single,Diego Torres,8/31/2023,1744,34.9,28210202,5046,,31452943,243718
Calor,Calor - Single,Nicky Jam,8/31/2023,3076,25,53809529,11521,,44666270,223727
Strangers,Strangers,Kenya Grace,9/1/2023,34,233.5,750154960,139141,79,118208096,1495758
SPECIALZ,SPECIALZ,King Gnu,9/1/2023,585,62.8,178413226,22972,78,270988549,1664863
Mesafe,Mesafe,Semicenk,9/1/2023,2470,28.7,59964248,9504,,112511884,361436
Come See Me,Come See Me - Single,Rod Wave,9/1/2023,3428,23.4,28876525,6626,,22591925,181723
CCC - Remix,CCC (Remix) - Single,Michelle Maciel,9/1/2023,3715,22.2,127818826,8847,,79764064,303155
Last Time I Saw You,Last Time I Saw You,Nicki Minaj,9/1/2023,3818,21.9,66513420,12490,,15485803,395896
Luminary,Luminary,Joel Sunny,9/1/2023,4515,19.6,46714864,9858,,13704932,420415
Get A Guitar,Get A Guitar,RIIZE,9/4/2023,3485,23.1,67887030,5721,,106807094,1208052
ııı,Show - Single,Ado,9/6/2023,800,54.2,114381380,15725,67,230252306,1606934
Angry,Angry,The Rolling Stones,9/6/2023,3953,21.5,31185560,10629,,31460860,421898
FLECHAZO EN EL CENTRO,TU DUO FAVORITO,YSY A,9/6/2023,4142,20.9,116625807,13718,72,53669961,300699
BIPOLAR,BIPOLAR,Peso Pluma,9/7/2023,1169,43.9,222295526,18049,,110937613,675774
Bongos (feat. Megan Thee Stallion),Bongos: The Pack,Cardi B,9/7/2023,1647,36,97991117,14129,1,58751482,828387
MONTAGEM ANOS 2000,A.Mago - Playlist do Mago,DJ Arana,9/7/2023,3172,24.5,101571557,21592,,36830690,390578
GTA.mp3,GTA.mp3,Emilia,9/7/2023,3429,23.4,103722826,13322,,55495034,291171
Me Escapï¿,Me Escapï¿,DobleP,9/7/2023,3654,22.4,36559856,7332,,44786762,189253
MANIKIN (feat. Wifisfuneral),ItWasntEnough - EP,XXXTENTACION,9/8/2023,868,52.1,4306793,4668,,,
get him back!,GUTS,Olivia Rodrigo,9/8/2023,971,49,287724574,25460,,54771296,818500
Abejita Chiquitita,Las Canciones de Plim Plim Vol. 8,El Payaso Plim Plim,9/8/2023,1102,45.6,5741262,275,,272927101,395965
get him back!,GUTS,Olivia Rodrigo,9/8/2023,2140,31.1,287164579,1732,,,
Back Then Right Now,Back Then Right Now,Tyler Hubbard,9/8/2023,2150,31,26917389,3411,,2749241,22965
Prada (Valexus Remix),Prada (feat. Valexus) [Valexus Remix],cassï¿,9/8/2023,2667,27.3,47098121,16949,,,
LAISSE MOI,LAISSE MOI,KeBlack,9/8/2023,2743,26.8,76805130,12362,,62061765,290394
all-american bitch,GUTS,Olivia Rodrigo,9/8/2023,3041,25.1,231346336,18615,,33144121,752778
Slow Dancing,Layover - EP,V,9/8/2023,3148,24.6,371463000,9688,77,55364757,2775274
Corazï¿½ï¿½n Roto pt. 3 (feat. Jhayco & Ryan Cas,Corazï¿½ï¿½n Roto p,Brray,9/8/2023,3297,23.9,139751220,18392,20,49641305,248150
Did Me Wrong,B4 BOA - Single,A Boogie Wit da Hoodie,9/8/2023,3820,21.9,32916107,13096,,10840662,167538
Think I'm In Love With You,Think Iï¿½ï¿½ï¿½m In Love Wi,Chris Stapleton,9/8/2023,4333,20.2,78855298,11118,,6408371,103541
From The Start,Bewitched,Laufey,9/8/2023,4371,20.1,367151355,16239,82,,
Let's Go 4,Let's Go 4,Mc IG,9/11/2023,511,68.1,269785626,27317,,286261279,1999463
On My Love,On My Love (Sped Up),Zara Larsson,9/12/2023,1159,44.1,128024416,20826,7,14394570,139320
Right Now (Feat. Crush),Right Now,Coogie,9/12/2023,1348,40.5,8163960,3228,,15456128,110317
Gimme Love,Gimme Love,Sia,9/13/2023,843,52.9,105947434,11648,6,27707323,325476
HYPNOTIC DATA,XIII SORROWS,Odetari,9/13/2023,1651,36,111532358,18238,,36721724,574669
Boyz Don't Cry,Boyz Don't Cry,Rod Wave,9/13/2023,2061,31.8,56903153,11259,,19153480,247547
greedy,greedy,Tate McRae,9/14/2023,18,293.7,1258569694,105218,87,141646818,1514837
Close,Close - Single,Kush & TJ,9/14/2023,543,65.9,,,,,
greedy sped up,greedy,Tate McRae,9/14/2023,1074,46.2,21648841,2778,,,
Narcotics (with Bryant Myers),Narcotics (with Bryant Myers),Dei V,9/14/2023,1344,40.6,154018930,23281,73,107103779,554779
ııCuııl Es Su Nombre?,El De La Nueva Baby,Lucky Brown,9/14/2023,2041,31.9,83521812,10789,66,127280465,489928
Dhaniya Ae Jaan,Dhaniya Ae Jaan,Pawan Singh,9/14/2023,2589,27.8,5842217,191,,180823113,1072157
greedy,greedy (Official Video),Tate McRae,9/14/2023,2913,25.8,1256101755,,,,
My Love Mine All Mine,The Land Is Inhospitable and So Are We,Mitski,9/15/2023,45,206.2,997702304,105927,86,48093111,959175
Made For Me,Made For Me,Muni Long,9/15/2023,513,68.1,142945230,13253,76,66893881,833116
Slime You Out (feat. SZA),Slime You Out,Drake,9/15/2023,696,57.9,202169670,54946,,4800069,76129
Great Gatsby,Nostalgia,Rod Wave,9/15/2023,982,48.7,66813186,11024,,75881981,409473
Turks & Caicos (feat. 21 Savage),Nostalgia,Rod Wave,9/15/2023,1420,39.1,79871904,18919,,29393085,165299
The Door,I've Tried Everything But Therapy (Part 1),Teddy Swims,9/15/2023,1548,37.3,111155129,8444,80,37550792,381020
greedy,greedy - Single,Tate McRae,9/15/2023,2281,30,1256101755,3984,,,
Back for More (with Anitta),Back for More (with Anitta),TOMORROW X TOGETHER,9/15/2023,2580,27.8,93990459,8050,,112494830,3245862
Flashback (feat. Gazo),Flashback,Favï¿,9/15/2023,2654,27.4,88014813,16418,66,53097639,393538
Dientes,Dientes,J Balvin,9/15/2023,2721,27,38622215,13808,4,16445144,247700
Yï¿½ï¿½reï¿½ï¿½i,Yï¿½ï¿½reï¿½ï¿½i,Amo988,9/15/2023,2841,26.3,75979813,7579,68,104439157,350883
older,older,Isabel LaRosa,9/15/2023,2870,26,174933335,20035,,13345496,254331
A N X I E T Y (feat. Doechii),Boy Meets World,Sleepy Hallow,9/15/2023,2939,25.7,63607535,28203,,7769494,107161
Liquor & Cigarettes (feat. ArrDee),Liquor & Cigarettes (feat. ArrDee),Chase & Status,9/15/2023,3021,25.3,44316864,24103,,10388436,105979
Long Journey,Nostalgia,Rod Wave,9/15/2023,3765,22,26215354,6248,,16885737,135693
ıııııııııııııııııııııııııııııı,ııııııııııııııııııııı ııııııııııııııııııııı ııııııııııııııııııııı,ııııııııııııııııııııı ııııııııııııııııııııı,9/18/2023,1522,37.7,456034,14,,247148544,892208
California Gurls,Girl Power 2023,Katy Perry,9/19/2023,271,94.2,,,,4534591,47967
ALL MY FELLAS,ALL MY FELLAS,Frizk,9/19/2023,1070,46.4,56978899,19534,,31575700,824524
BAIXO,BAIXO,xxanteria,9/19/2023,1942,32.8,101938916,14123,,65544713,996619
WY@,WY@,Brent Faiyaz,9/19/2023,2609,27.6,54763093,15316,,14737929,247838
Tipo Hollywood,Tipo Holywood,Mc Ws da leste,9/19/2023,4412,19.9,100530093,14992,,40396492,385259
El Jefe,El Jefe,Shakira,9/20/2023,1252,42.3,122882453,11838,,164469434,2120071
Ya Leil W Yal Ein,Ya Leil W Yal Ein,AL SHAMI,9/20/2023,1574,37,9736339,2164,,172936554,1148187
SKEU SKEU (SPEED UP),SKEU SKEU (SPEED UP) (feat. Wilsko & 7ia) - Single,Jogga,9/20/2023,1956,32.6,18794730,5074,,36216795,317463
Got Me Started,Got Me Started,Troye Sivan,9/20/2023,2180,30.7,125169958,19673,5,22661967,332818
Orang Yang Salah - Sped Up Version,Orang Yang Salah (Sped Up Version),Luvia band,9/20/2023,2552,28,3900009,239,,2001200,23163
Black Friday,Black Friday,Tom Odell,9/20/2023,2616,27.6,126929488,23805,,11445116,165135
Gotta Move On (feat. Bryson Tiller),The Love Album: Off the Grid (Extended),Diddy,9/20/2023,3934,21.5,44931644,309,,2181868,26263
ONE MORE TIME,ONE MORE TIME / MORE THAN YOU KNOW,blink-182,9/21/2023,1011,47.7,62097485,16027,,36646460,717689
I Can Feel It,I Can Feel It - Single,Kane Brown,9/21/2023,2369,29.3,36059521,4589,,1031056,17134
i am not who i was,i am not who i was - Single,Chance Peï¿½,9/21/2023,2910,25.8,188215390,24322,,3624497,
Gï¿½ï¿½ï¿½p ï¿½ï¿½ï¿½ï¿½i,Gï¿½ï¿½ï¿½p ï¿½ï¿½ï¿½ï¿½i,Tuï¿½ï¿½ï¿½n,9/21/2023,3794,21.9,1880312,408,,58299522,173898
Sarah's Place (feat. Noah Kahan),Sarah's Place (feat. Noah Kahan),Zach Bryan,9/21/2023,4183,20.7,125267352,19156,,1895430,9640
Agora Hills,Scarlet,Doja Cat,9/22/2023,99,152.8,509653100,66219,,48045203,986278
Daqui pra Sempre,Daqui pra Sempre,Manu,9/22/2023,514,68,181784966,12794,76,340975288,1553160
Ateï¿½ï¿½e Dï¿½ï,Ateï¿½ï¿½e Dï¿½ï,Mert Demir,9/22/2023,984,48.7,98395711,14727,,198114786,880794
BUBALU,BUBALU,Feid,9/22/2023,1043,47,152487756,26763,,91266986,531703
Skin de Bandida,Skin de Bandida - Single,Oscar Maydon,9/22/2023,2364,29.3,176958728,14482,,81376781,379156
Kalkatiya Raja,Kalkatiya Raja,Pawan Singh,9/22/2023,2545,28.1,8607782,231,,171883395,997466
Jungle,Jungle,Alok,9/22/2023,2590,27.7,111266488,19017,,10259020,89765
Real Love,Real Love,Martin Garrix,9/22/2023,2859,26.1,23089149,7090,,1508079,15100
Aria,Aria - Single,Argy,9/22/2023,3043,25.1,40556347,22280,,2783520,55619
Buenas,Buenas,Quevedo,9/22/2023,3529,22.9,108163942,22023,,17211451,202291
Poco A Poco,Poco A Poco - Single,Xavi,9/23/2023,2514,28.3,283079113,15570,82,41149970,328843
UN PREVIEW,UN PREVIEW,Bad Bunny,9/25/2023,660,59.1,253455087,45343,,71940311,1117686
ANDO,ANDO,Jere Klein,9/27/2023,122,139,292789738,28591,72,406307035,809942
Mwaki,SURRENDER,Zerb,9/27/2023,383,77.9,121234000,36468,42,78160610,806269
Problema,Problema,Carlos Agassi,9/27/2023,2904,25.9,125395,32,,,
Landmines,Landmines,Sum 41,9/27/2023,3748,22.1,18708085,6754,,6801971,145932
Cï¿½ï¿½ï¿½t ï¿½ï¿½ï¿½ï¿,Cï¿½ï¿½ï¿½t ï¿½ï¿½ï¿½ï¿,Tï¿½ï¿½ng Duy,9/28/2023,602,61.6,6921900,1554,,119888947,390939
POR EL CONTRARIO,ESQUINAS,Becky G,9/28/2023,857,52.5,131938548,5913,75,118669957,649548
Pagli Dekhave Agarbatti,Pagli Dekhave Agarbatti,Neelkamal Singh,9/28/2023,1124,44.8,20981562,379,,272841611,1275934
ASI ES LA VIDA,ASI ES LA VIDA,Enrique Iglesias,9/28/2023,1254,42.3,123776123,11830,,144081808,854410
Mamaw's House,Mamaw's House,Thomas Rhett,9/28/2023,1991,32.3,57956846,10382,,,
Aa,Aa,Roach Killa,9/28/2023,2963,25.6,22552299,1850,,136381379,1340784
"Badass (From ""Leo"")","Badass (From ""Leo"")",Anirudh Ravichander,9/28/2023,4174,20.7,80886056,4145,,94460422,1977999
3D (feat. Jack Harlow),3D (feat. Jack Harlow),Jung Kook,9/29/2023,559,64.3,573249007,27154,74,166687005,4539515
Baile do Bruxo,Baile do Bruxo,Tropa do Bruxo,9/29/2023,1273,41.9,155915718,26646,,76324065,717892
ıııııı,ıııııı,YOASOBI,9/29/2023,1643,36.1,84848838,10799,71,154044793,1201477
Kehribar,Kehribar - Single,Burak Bulut,9/29/2023,1761,34.7,68985345,7062,67,158339797,375656
Bertaraf,Sir,Canbay & Wolker,9/29/2023,2124,31.2,71190581,7887,70,127886162,447006
Mahiya Ve Gal Sun Mahiya Vey,Mahiya Ve Gal Sun Mahiya Vey - Single,Nimra Mehra,9/29/2023,2190,30.6,209649,70,,,
ııııııııı,ııııııııı,tuki.,9/29/2023,3050,25.1,69340146,4747,71,102713271,935435
Case,Ghost,Diljit Dosanjh,9/29/2023,3479,23.1,48353674,7078,,97635698,720820
Only Fine Girl,Only Fine Girl - Single,Spyro,9/29/2023,3816,21.9,2490826,513,,2189347,14151
Yes I'm A Mess,Yes I'm A Mess,AJR,9/29/2023,3948,21.5,43940810,6918,,13505487,255255
Madrid City,Madrid City,Ana Mena,9/29/2023,3966,21.4,64860954,8481,,30204546,157044
Better Place (From TROLLS Band Together),Better Place (From TROLLS Band Together),*NSYNC,9/29/2023,4095,21,69041864,10118,,27951941,273780
Sinceramente,E POI SIAMO FINITI NEL VORTICE,Annalisa,9/29/2023,4204,20.6,67967157,3843,62,64206693,380795
IT GIRL,IT GIRL,Aliyah's Interlude,9/30/2023,1894,33.3,118193328,26395,,16317704,394257
IT GIRL - Sped up Version,IT GIRL (Sped up Version),Aliyah's Interlude,9/30/2023,2570,27.9,23708233,7125,,,
Milo J: Bzrp Music Sessions Vol. 57,en dormir sin Madrid,Bizarrap,10/3/2023,970,49,181516735,25092,,155509942,2922165
Fruto,en dormir sin Madrid,Bizarrap,10/3/2023,2938,25.7,188131570,21455,,23791636,267266
GODS,GODS,League of Legends,10/4/2023,1621,36.4,147487181,22912,,87715392,1215752
Don't Go Insane,Don't Go Insane,DPR IAN,10/4/2023,3100,24.8,76033359,12861,,31829453,822171
Bï¿½ï¿½ï¿½n ï¿½ï¿½ï¿½ï¿½ï¿½,Bï¿½ï¿½ï¿½n ï¿½ï¿½ï¿½ï¿½ï¿½i (feat.,Karik,10/4/2023,4376,20.1,19247151,3029,57,99031817,396913
Reggaeton Champagne,Kittyponeo,Bellakath,10/5/2023,421,75.1,224429894,17159,,250897173,2121068
Y LLORO,$AD BOYZ 4 LIFE II,Junior H,10/5/2023,685,58.3,363816146,16161,80,189158687,768324
Me & U,Me & U,Tems,10/5/2023,1306,41.2,100830964,24220,,48323636,580854
Cake By The Ocean - Cover,Tik Toker Party Hits,MUSIC LAB JPN,10/5/2023,1753,34.8,1619109147,,,,
ROCKSTAR,$AD BOYZ 4 LIFE II,Junior H,10/5/2023,2404,29.1,266127900,13021,79,59903646,419337
ıııııııııııııııııııııııııııııııııııııııııııııııııııııı,ıııııııııııııııııııııııııııııııııııııııııııııııııııııı,ııııııııı ııııııııııııııııııııı,10/5/2023,3455,23.2,3872,5,,,
Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,Drake,10/6/2023,176,113.2,372248119,68037,,86580734,1106306
IDGAF (feat. Yeat),For All The Dogs,Drake,10/6/2023,187,110.8,406875019,85930,,39850191,427973
First Person Shooter (feat. J. Cole),For All The Dogs,Drake,10/6/2023,202,107.1,328526298,72252,,61769035,1228629
Overdrive (feat. Norma Jean Martine),Overdrive (feat. Norma Jean Martine),Ofenbach,10/6/2023,437,73.6,232417498,20983,80,59799293,367721
You Broke My Heart,For All The Dogs Scary Hours Edition,Drake,10/6/2023,764,55.4,123522254,26849,,21213402,365281
Zhurek,Zhurek,Adam,10/6/2023,770,55.3,8893883,1745,,238585397,1478754
You & Me,JENNIE Special Single [You & Me],JENNIE,10/6/2023,914,50.5,183134509,12210,,164326447,3483743
Wild Ones (feat. Jelly Roll),Wild Ones (feat. Jelly Roll),Jessie Murph,10/6/2023,936,49.8,165347464,21942,,43792907,313018
Virginia Beach,For All The Dogs,Drake,10/6/2023,981,48.8,165204421,38562,,16599214,126612
Mmhmm,Mmhmm,BigXthaPlug,10/6/2023,1020,47.5,155648648,28131,82,27758776,286628
Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,Drake,10/6/2023,1910,33.2,372248119,6868,,,
Dance For Me (1 2 3) - Stutter Techno,Dance For Me (1 2 3) [Stutter Techno],Sonny Wern,10/6/2023,2115,31.3,87323895,31519,,,
Gently (feat. Bad Bunny),For All The Dogs,Drake,10/6/2023,2204,30.5,123630149,25645,,18057785,239269
8am in Charlotte,For All The Dogs,Drake,10/6/2023,2207,30.5,81093233,34004,,4234309,51965
Meet you at the Graveyard,Clean Sheets dirty walls,Cleffy,10/6/2023,2327,29.6,95871805,21000,14,13445854,223703
Daylight,For All The Dogs,Drake,10/6/2023,2521,28.2,78417212,26088,,4514270,53581
Calling For You (feat. 21 Savage),For All The Dogs,Drake,10/6/2023,2758,26.7,74265576,23221,,,
What Would Pluto Do,For All The Dogs,Drake,10/6/2023,3175,24.5,59262518,22927,,10706220,108566
You & Me (Coachella ver.),JENNIE Special Single [You & Me],JENNIE,10/6/2023,3223,24.2,68266114,3723,,110533031,640587
First Person Shooter (feat. J. Cole),For All The Dogs,Drake,10/6/2023,3282,24,328526298,14390,,17047473,217601
Drums (Feat. Kim Petras),Drums (Feat. Kim Petras),James Hype,10/6/2023,3434,23.3,48573000,12116,,10575780,130509
Saving Up,Saving Up,Dom Dolla,10/6/2023,3516,23,68053989,21585,,1482245,22209
Another Late Night (feat. Lil Yachty),For All The Dogs,Drake,10/6/2023,3535,22.9,61355849,24182,,11131343,254050
Off The Record,Off The Record,IVE,10/6/2023,4064,21.1,58048453,6562,,67978137,688436
Members Only (feat. PARTYNEXTDOOR),For All The Dogs,Drake,10/6/2023,4075,21.1,64168685,21270,,8485348,63704
All The Parties (feat. Chief Keef),For All The Dogs,Drake,10/6/2023,4177,20.7,48556312,18674,,3006021,43340
Fear Of Heights,For All The Dogs,Drake,10/6/2023,4358,20.1,65870686,22047,,4154083,48490
Danza Kuduro - Cover,Let's Workout - Best Pop Hits -,WORK OUT GYM - DJ MIX,10/7/2023,1536,37.5,1642258500,5,,,
